start	end	text
559920	570240	half of a bottle of Myers aged rum a quarter of a bottle of Siete Mestadios mezcal a full bottle
570240	581360	of triple sec a half bottle of crop cucumber vodka a half bottle of Wheatley's excuse me make that
581360	588320	60% of a bottle of Wheatley's instead of a half and then a half of a 750 milliliter bottle of
588320	599560	Grey Goose 20% of a bottle of Woodford half of a bottle of Jim Beam a full bottle of Mikters 80%
599560	616240	of a bottle of Crown 25% of a bottle of Hendrick's Gin 90% of a bottle of Casamigos 25% of a bottle
616240	632320	of Milagro Reposado a full bottle of Milagro Silver 85% of a bottle of Blanton's 80% of a bottle
632320	646080	of Caravella 98% of a bottle of Maker's Mark 80% of a bottle of Grand Gala 95% of a bottle
646080	656480	of Bowles elderflower liqueur half of a bottle of Blue Curacao 10% of a bottle of Jack Daniels
659440	660960	half of a bottle of Tanqueray
664560	672880	half of a bottle of Jameson half of a keg of Paradise Park a full keg of Stella Artois
676880	687040	full keg of Kona Big Wave all right now starting on the back bar we have three bottles of Tahin
690320	694960	24 Coors lights 13 athletic non-alcoholic beers
701600	703120	16 Miller lights
706880	710880	10 Yinglings
715920	731920	14 Pacificos 24 Michelob Ultras
736640	739920	16 one bottle of Blue Agave
743520	745120	two bottles of cream of coconut
748320	753360	excuse me three total bottles of cream of coconut at the back bar again that's three
754800	757920	um two bottles of strawberry puree
762160	763920	three cans of ginger beer
766160	773920	so
777920	787920	3.8 bottles of mojito mix plus one more bottle of mojito mix
796720	804400	four and a half bottles of watermelon cocktail mix again that's four and a half bottles of
804400	807920	watermelon mix two bottles of margarita mix
814320	820240	one bottle of squealing pig Sauvignon Blanc five bottles of
820400	824080	of scarpetta
835440	838080	four bottles of 30a chardonnay
845360	848080	one bottle of windstorm chardonnay
850240	858080	uh
860400	863280	two and a half bottles of carter's lot rosé
865360	875040	one bottle of sonoma coutrere wine white wine one more bottle of carter's lot rosé
875840	887840	one bottle of 30a rosé two bottles of charles de fer prosecco three bottles of marca de caseres
890640	893840	prosecco one more bottle of windstorm chardonnay
893840	894960	windstorm chardonnay
902320	911040	24 pack of micolob ultra 24 pack of yingling 12 pack of miller light 12 pack of pacifico
911040	914640	12 pack of coarse light full bottle of jack daniels
919520	922080	two full bottles of parrot bay white rum
924480	935840	two and a half bottles of parrot bay coconut rum full bottle of wheatleys full 750 milliliter
935840	944400	bottle of gray goose three full bottles of yave coconut tequila if i don't say you know if i just
944400	947680	say bottles that means it's full if i don't specify the percentage
948320	955760	33 percent of a bottle of fireball two bottles of crown royal
958160	964000	85 percent of a bottle of tia maria espresso coffee liqueur
966320	972800	full bottle of jameson full bottle of sieta misterios mezcal full bottle of wheatleys
972800	984000	1.75 bottles of jim beam full bottle of makers mark full bottle of milagro reposado
986240	991920	10 percent of a bottle of rumple mints 25 percent of a bottle of jagermeister
993280	1001360	75 percent of a bottle of rumple mints full bottle of jalapeno simple syrup
1001360	1009840	75 percent of a bottle of romano romana amaro full bottle of hendrix gin
1012000	1018400	full bottle of campesino silver rum half of a bottle of campesino aged rum
1018400	1031120	33 percent of a bottle of nocello
1033600	1040080	walnut liqueur 85 percent of a bottle of tulamore dew 25 percent of a bottle of
1040160	1043120	apparol full bottle of farmers gin
1046880	1049040	24 cans of myckelope ultra
1052800	1063200	13 cans of greaton 30a gosey 24 more cans of myckelope ultra
1063920	1074000	got a got a four pack of mom waters 12 pack of pacifico two four packs of red bull
1080080	1082800	12 cans of yingling
1082800	1092720	13 cans of high rise pineapple
1098000	1105360	six cans of red bull regular three cans of red bull low sugar
1113760	1122960	20 mom waters so 20 cans of mom water got a high noon one can of high noon
1126000	1129360	got one full bottle of the shaker red blend
1129360	1147600	full bottle of canoe ridge 75 percent of a bottle of canoe ridge full bottle of
1147600	1153120	apparol full bottle of bloody mary mix full bottle of jalapeno simple syrup
1159200	1170800	one other full bottle of canoe ridge merlot we also need to add two 12 bottle cases of 30a rose
1170960	1186000	a we also need to add two 12 bottle cases of 30a pinot noir and two 12 bottle cases of 30a
1186000	1189200	cabernet Sauvignon
1189200	1217520	now we are doing the upstairs dry goods slash just storage area count so this is going to be
1217520	1223680	the last count we have two
1227600	1235760	six bottle cases of crop organic cucumber vodka and those are one liter bottles
1237360	1246000	so between the two cases 12 total one liter bottles of crop organic cucumber vodka
1247600	1252560	then add three singular bottles of crop cucumber vodka on top of that
1263440	1270400	three bottles of canoe ridge merlot seven bottles of gearbox pinot noir
1270640	1278240	nine bottles of the shaker red blend one bottle of eridura reposado
1279840	1286880	tequila one bottle of eridura on yeho tequila
1289840	1293840	and one bottle of eridura silver tequila
1293840	1307440	we have this bottle of eridura legend it says tequila on yeho
1310720	1315600	it's a 750 milliliter bottle it looks super nice it comes in this black case thing
1316400	1324400	eight bottles of scarpetta four bottles of 30a chardonnay eight bottles of windstorm chardonnay
1324400	1327200	two bottles of windstorm cabernet
1327200	1328800	of windstorm cabernet
1335840	1352800	13 bottles of canoe ridge merlot six bottles of marca de caseres
1352800	1362400	27 bottles of marca de caseres so on top of the six that i just counted
1364720	1372400	nine bottles of stirring's watermelon cocktail mix
1372400	1383600	eight bottles of mojito mix
1388400	1390320	12 bottles of bloody mary mix
1394880	1400000	11 bottles of cream of coconut
1403120	1407360	excuse me
1410480	1414640	only seven bottles of cream of coconut upstairs only seven
1420160	1428960	10 bottles of strawberry puree four bottles of blue agave i have four four packs of high
1428960	1432960	rise pineapple again i just need the total can count on those
1445600	1447440	14 bottles of grenadine
1453840	1455760	16 bottles of tahini
1455760	1465600	17 six bottles of angostura bitters i've got a 24 pack of ginger beer
1467600	1469840	another 12 pack of ginger beer
1473600	1481200	two six packs or excuse me two cases of six bottles of watermelon cocktail mix
1482080	1490080	24 pack of yingling 12 packs of pacifico 424 packs of make globe ultra one 12 pack of core's
1490080	1496320	light two 12 packs of corona extra cans two 12 packs of athletic
1499360	1503840	the na beer two four packs of red bull regular
1504640	1511440	five four packs of red bull sugar-free i'm not sure what i said for the normal red bull but those
1511440	1515760	are four packs i think i might have said something else but there's two four packs of red bull
1516240	1523200	upstairs all day that's all we have is two four packs of red bull regular and then again we have
1523760	1532080	and then again we have five of the sugar-free red bull 13 bottles of pueblo viejo
1533760	1540080	nine bottles of yave coconut tequila one bottle of casamigos
1544000	1546880	11 bottles of siete misterios mezcal
1547840	1556640	11 bottles of milagros silver two bottles of parrot bay white rum seven bottles of parrot bay
1556640	1563520	coconut rum 14 bottles of triple sec
1566000	1572480	10 bottles of blue curacao and the triple sec and the blue curacao both of those are the mr boston
1572720	1579040	mr boston and again remember the margarita mix and the mojito mix and the watermelon mix
1579040	1586080	those are all under liquor and they're called like bar mix comma watermelon bar mix comma margarita
1586080	1593520	bar mix comma mojito then we have two bottles of papas palar the sherry cask
1594480	1601840	five bottles of caravela limoncello five bottles of campesino silver rum
1601840	1608560	two bottles of grand marnier five bottles of bowls elderflower liqueur
1612320	1615600	nine bottles of rumple mints
1615600	1624560	seven bottles of romana amaro five bottles of crown royal
1629600	1636640	11 bottles of meyers original dark rum three bottles of maker's mark five bottles of
1636640	1640960	jim beam one bottle of tolamore dew one bottle of jaeger
1643760	1647760	eight bottles of jack daniels one bottle of fireball
1654880	1660800	nine bottles of grand gala three bottles of woodford
1660960	1666160	eight bottles of tanker a
1669920	1671920	six bottles of jamison
1677600	1679920	10 bottles of jaeger meister
1680560	1689760	four point nine bottles of apparel two bottles of tia maria coffee liqueur one bottle of nacello
1689760	1699760	walnut liqueur three quarters of a bottle of ferretti espresso coffee liqueur two point eight bottles of campari
