start	end	text
595000	601000	50% of a 750ml bottle of Grey Goose.
601000	607000	20% of a bottle of Woodford.
607000	613000	50% of a bottle of Jim Beam.
613000	619000	A full bottle of Michter's.
619000	625000	80% of a bottle of Crown Royal.
625000	631000	25% of a bottle of Hendrick's Gin.
631000	637000	90% of a bottle of Casamigos.
637000	643000	25% of a bottle of Caravella Limoncillo.
643000	649000	A full bottle of Maker's Mark.
649000	655000	80% of a bottle of Grand Gala.
655000	661000	95% of a bottle of Bowls Elderflower Liqueur.
661000	667000	50% of a bottle of Blue Curacao.
667000	673000	50% of a bottle of Blue Curacao.
673000	679000	10% of a bottle of Jack Daniel's.
679000	685000	Half of a bottle of Tanqueray.
685000	691000	Again, half is the same thing as 50%.
691000	697000	50% of a bottle of Jameson.
697000	703000	50% of a keg of Paradise Park.
703000	709000	One keg Stella Artois.
709000	715000	One keg Kona Big Wave.
721000	727000	Next location is the back bar.
727000	733000	Four bottles of Taheem, the spice.
733000	739000	24 Coors Lights.
739000	743000	13 athletic non-alcoholic beers.
743000	747000	16 Miller Lights.
747000	751000	10 Yinglings.
751000	755000	14 Pacificos.
755000	759000	24 Michelob Ultras.
759000	765000	16 bottles of Agave.
765000	771000	Two bottles of Cream of Coconut.
771000	775000	One bottle of Cream of Coconut.
775000	781000	Two bottles Strawberry Puree.
781000	787000	Three cans Ginger Beer.
787000	795000	3.8 bottles of Mojito Mix.
795000	801000	One bottle of Mojito Mix.
801000	807000	4.5 bottles of Watermelon Mixer.
807000	813000	Two bottles Margarita Mix.
813000	819000	One bottle Squealing Pig.
819000	823000	Five bottles Scarpetta.
823000	827000	Four bottles 30A Chardonnay.
827000	833000	One bottle Windstorm Chardonnay.
833000	839000	Two and a half bottles of Carter's Lot Rosé.
839000	843000	One bottle of Sonoma Coutrere White Wine.
843000	849000	One bottle of Carter's Lot Rosé.
849000	853000	One bottle of 30A Rosé.
853000	859000	Two bottles of Charles de Fer Prosecco.
859000	863000	Three bottles of Marcus de Caceres Prosecco.
863000	871000	One bottle of Windstorm Chardonnay.
871000	875000	24 cans of Michelob Ultra.
875000	879000	24 cans of Yingling.
879000	883000	12 cans of Miller Lite.
883000	887000	12 cans of Pacifico.
887000	891000	12 packs of Coors Lite.
891000	897000	A full bottle of Jack Daniels.
897000	901000	Two bottles of Parrot Bay White Rum.
901000	907000	Two and a half bottles of Parrot Bay Coconut Rum.
907000	913000	A full bottle of Wheat Lees.
913000	919000	A full 750ml bottle of Grey Goose.
919000	925000	Three full bottles of Yahweh Coconut Tequila.
925000	931000	33% of a bottle of Fireball.
931000	935000	Two bottles of Crown Royal.
935000	943000	85% of a bottle of Tia Maria Espresso Coffee Liqueur.
943000	947000	Full bottle of Jameson.
947000	953000	Full bottle of Siete Mestedios Mezcal.
953000	957000	Full bottle of Wheat Lees.
957000	963000	1.75 bottles of Jim Beam.
963000	967000	Full bottle of Maker's Mark.
967000	973000	Full bottle of Milagro Reposado.
973000	977000	10% of a bottle of Rumple Mints.
977000	983000	25% of a bottle of Jägermeister.
983000	989000	75% of a bottle of Rumple Mints.
989000	993000	Full bottle of Jalapeno Simple Syrup.
993000	999000	75% of a bottle of Romano Amaro.
999000	1005000	Full bottle of Hendrix Gin.
1005000	1011000	Full bottle of Campesino Silver.
1011000	1017000	Half, excuse me, 50% of a bottle of Campesino Aged Rum.
1017000	1023000	33% of a bottle of Nocello.
1023000	1027000	Walnut Liqueur.
1027000	1031000	85% of a bottle of Tullamore Dew.
1031000	1035000	25% of a bottle of Aperol.
1035000	1039000	A full bottle of Farmer's Gin.
1039000	1045000	24 cans of Michelob Ultra.
1045000	1049000	13 cans of Grayton 30A Goze.
1049000	1055000	And that's spelled G-R-A-Y-T-O-N.
1055000	1061000	G-O-S-E.
1061000	1067000	24 cans Michelob Ultra.
1067000	1073000	4 cans Mom Water.
1073000	1077000	12 cans Pacifico.
1077000	1083000	8 cans Red Bull Regular.
1083000	1087000	12 cans Yingling.
1087000	1093000	13 cans High Rise.
1093000	1097000	6 cans Regular Red Bull.
1097000	1101000	3 cans Red Bull Low Sugar.
1101000	1107000	20 cans Mom Water.
1107000	1113000	1 full bottle of Shaker Red Blend.
1113000	1119000	Full bottle of Canoe Ridge.
1119000	1125000	75% of a bottle of Canoe Ridge.
1125000	1129000	Full bottle of Aperol.
1129000	1133000	Full bottle of Bloody Mary Mix.
1133000	1139000	Full bottle of Jalapeno Simple Syrup.
1139000	1147000	Full bottle of Canoe Ridge Merlot.
1147000	1155000	24 bottles of 30A Rose.
1155000	1161000	24 bottles of 30A Pinot Noir.
1161000	1167000	24 bottles of 30A Cabernet Sauvignon.
1167000	1183000	Next location is upstairs.
1183000	1191000	12 1 liter bottles of Crop Organic Cucumber Vodka.
1191000	1195000	3 bottles of Crop Cucumber Vodka.
1195000	1201000	3 bottles Canoe Ridge Merlot.
1201000	1205000	7 bottles Gearbox Pinot Noir.
1205000	1211000	9 bottles Shaker Red Blend.
1211000	1219000	1 bottle of Eridura Reposado.
1219000	1225000	1 bottle of Eridura Añejo Tequila.
1225000	1231000	1 bottle of Eridura Silver Tequila.
1231000	1239000	The Eridura Legend bottle in the black case.
1239000	1243000	8 bottles Scarpetta.
1243000	1247000	4 bottles 30A Chardonnay.
1247000	1251000	8 bottles Windstorm Chardonnay.
1251000	1257000	2 bottles of Windstorm Cabernet.
1257000	1263000	13 bottles Canoe Ridge Merlot.
1263000	1269000	6 bottles Marques de Caceres.
1269000	1275000	27 bottles Marques de Caceres.
1275000	1283000	9 bottles Stirrings Watermelon Mixer.
1283000	1287000	8 bottles Mojito Mix.
1287000	1291000	12 bottles Bloody Mary Mix.
1291000	1297000	11 bottles Cream of Coconut.
1297000	1303000	10 bottles Strawberry Puree.
1303000	1311000	4 bottles of Agave.
1311000	1319000	16 cans of High Rise Pineapple.
1319000	1323000	14 bottles Grenadine.
1323000	1335000	16 bottles Tahin.
1335000	1341000	17 bottles of Angostura Bitters.
1341000	1345000	24 cans of Ginger Beer.
1345000	1351000	12 cans of Ginger Beer.
1351000	1365000	12 bottles of Watermelon Mixer.
1365000	1369000	24 cans Yingling.
1369000	1373000	12 cans Pacifico.
1381000	1389000	96 cans Micolob Ultra.
1389000	1393000	12 cans Coors Light.
1393000	1403000	24 cans Corona.
1403000	1409000	24 cans Athletic Non-Alcoholic Beer.
1409000	1413000	8 cans Red Bull Regular.
1413000	1417000	20 cans Red Bull Sugar Free.
1423000	1429000	13 bottles Pueblo Viejo.
1429000	1433000	9 bottles Yave Coconut Tequila.
1433000	1437000	1 bottle Casamigos.
1437000	1447000	11 bottles Siete Misterios Mezcal.
1447000	1451000	11 bottles Milagros Silver.
1451000	1455000	2 bottles Parrot Bay White Rum.
1455000	1463000	7 bottles Parrot Bay Coconut Rum.
1463000	1469000	14 bottles Triple Sec.
1469000	1479000	10 bottles Blue Curacao.
1479000	1483000	5 bottles Caravella Limoncello.
1483000	1489000	5 bottles Campesino Silver Rum.
1489000	1493000	2 bottles Grand Marnier.
1493000	1499000	5 bottles Bowls Elderflower Liqueur.
1499000	1503000	9 bottles Rumple Mints.
1503000	1509000	7 bottles Romana Amaro.
1509000	1515000	5 bottles Crown Royal.
1515000	1521000	11 bottles Meyers Original Dark Rum.
1521000	1525000	3 bottles of Maker's Mark.
1525000	1529000	5 bottles of Jim Beam.
1529000	1533000	1 bottle of Tullamore Dew.
1533000	1537000	1 bottle of Jaeger.
1537000	1543000	8 bottles of Jack Daniels.
1543000	1547000	1 bottle of Fireball.
1547000	1551000	9 bottles of Grand Gala.
1551000	1555000	3 bottles of Woodford.
1555000	1559000	8 bottles of Take Array.
1559000	1563000	6 bottles of Jameson.
1563000	1569000	10 bottles of Jaegermeister.
1569000	1575000	5 bottles of Aperol.
1575000	1581000	2 bottles of Tia Maria Coffee Liqueur.
1581000	1587000	1 bottle of Nocello Walnut Liqueur.
1587000	1595000	75% of a bottle of Ferretti Espresso Coffee Liqueur.
1595000	1601000	2.8 bottles of Campari.
